,Unnamed: 0,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Total Cup Points,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
46,46,Taiwan,泥妲咖啡Nita Coffee Manor,2025花蓮縣第九屆精品咖啡評鑑批次,泥妲咖啡Nita Coffee Manor,,Taiwan Coffee Laboratory,300,"Xiulin Township, Hualien County","戴豐秋DAI,FONG-CIOU",1,6 kg,2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Pulped Natural / Honey,7.83,8.08,8.0,8.17,7.92,8.0,10.0,10.0,10.0,86.08,0,0.0,Green,3,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
48,48,Kenya,KIAMUTUIRA,KIAMUTUIRA. AA,KIRINYAGA UNION,37/XADF02/28525,Allegro Coffee,1620,KIRINYAGA,MUTIRA COOPERATIVE,68,60 kg,2024 / 2025,Q1 2025,Allegro Coffee,SL28,Washed / Wet,8.08,8.08,8.0,7.92,8.0,8.0,10.0,10.0,10.0,86.08,0,0.0,Green,2,"March 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
49,49,Taiwan,野牡丹咖啡莊園 Melastoma Coffee Estate,C112,野牡丹咖啡莊園 Melastoma Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義阿里山, Alishan, Chiayi","黃保錫 Huang, Bao-Si",1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Pulped Natural / Honey,8.17,8.08,8.0,8.0,7.92,7.92,10.0,10.0,10.0,86.08,0,0.0,Green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
50,50,Guatemala,La Bolsa,2025 Guatemala COE Exotic Natural & Honey R10,La Bolsa,,Taiwan Coffee Laboratory,1550,"La Libertad, Huehuetenango, Guatemala",Maria Elena Vides,9,30 kg,2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Pacamara,Natural / Dry,8.0,8.0,7.92,7.92,8.0,8.08,10.0,10.0,10.0,86.08,0,0.0,Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
51,51,Thailand,Phupha Estate,W08++,Mogojubean,,Phupha Estate,1430,Chiangmai,Kantima Tadplevthong,1,30 kg,2024 / 2025,Q3 2025,Kantima Tadplevthong,Mix typica bourbon catuai Caturra,Washed / Wet,8.17,8.0,7.83,8.0,8.0,7.92,10.0,10.0,10.0,86.0,0,0.0,Green,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
52,52,Kenya,KIAMUGUMO COFFEE FACTORY,SAINST 108195 - KE5518,KIRINYAGA MILL,37/XAD013/250468,Allegro Coffee,1800,KIRINYAGA,NEW NGARIAMA F. C. S. LTD,164,60 kg,2024 / 2025,Q1 2025,Allegro Coffee,SL28,Washed / Wet,8.25,8.0,7.92,7.83,8.0,8.0,10.0,10.0,10.0,86.0,0,0.0,Green,2,"February 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
53,53,Taiwan,櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,"2024 Sustainable Specialty Coffee Farm Awards,S007",櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,,Taiwan Coffee Laboratory,1000,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","王瀅惠 WANG,YING-HUI",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Washed / Wet,8.0,8.08,7.92,8.0,7.92,8.0,10.0,10.0,10.0,85.92,0,0.0,Green,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
54,54,Colombia,Villa Betulia,23-320,DRY,3/1869/00320,Kimbo S.P.A.,1600,Huila,Luis Anibal Calderon,3,35 kg,2023 / 2024,Q4 2024,alessandro marconicchio,Caturra,Natural / Dry,7.58,8.42,7.92,7.92,8.08,7.75,10.0,10.0,10.0,85.83,0,0.0,Orange,3,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
55,55,Colombia,La Paz,41.22,DRY,3/0659/00108,Kimbo S.P.A.,1600,"Oporapa, Hulia",Eduardo Rojas,3,35 kg,2023 / 2024,Q4 2024,alessandro marconicchio,Pink Bourbon,Natural / Dry,7.92,8.17,7.67,8.0,8.08,8.0,10.0,10.0,10.0,85.83,0,0.0,Yellow,0,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
56,56,Panama,Bajo Mono,blend002,wet mill,29-73-0053,Kimbo S.P.A.,1400-1600,Bajo Mono,Stefan Arwed Müller,3,35 kg,2023,Q4 2024,alessandro marconicchio,"Geisha, Maragogipe, Pacamara, Bourbon Red, orange and Pink, SL28, Catuai, Yellow Catuai, Caturra.",Intrinsic Cherry,7.92,8.25,7.92,8.25,7.75,7.75,10.0,10.0,10.0,85.83,0,0.0,Yellow,0,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
57,57,Taiwan,璟隆咖啡,C14,璟隆咖啡,,Taiwan Coffee Laboratory,1300,嘉義/番路鄉,蘇彥彰,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,8.0,8.0,7.92,8.0,7.92,8.0,10.0,10.0,10.0,85.83,0,0.0,Yellow-Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
58,58,Japan,cactus coffee farm & lab,1,cactus coffee farm & lab,,cactus coffee farm & lab,89,"Okinawa, Japan",Yayoi Nakasone,10,1 kg,2025,Q3 2025,Yayoi Nakasone,Mundo Novo,Natural / Dry,7.83,8.0,8.08,7.92,7.83,8.0,10.0,10.0,10.0,85.83,0,0.0,Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
59,59,Vietnam,1500m Coffee,A222,1500m Coffee,,Rosa Garden Viet Nam,1500,"Xã Xuân Trường và Xã Xuân Thọ, Thành phố Đà Lạt, tỉnh Lâm Đồng",Nguyễn Thanh Sang,12000,1 kg,2024 / 2025,Q3 2025,Nguyễn Hương Thi,Catimor,Washed / Wet,8.0,8.0,7.92,8.0,7.92,7.92,10.0,10.0,10.0,85.75,0,0.0,Green,0,"July 10th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
60,60,Taiwan,嵩岳咖啡莊園 Songyue coffee manor,"2024 Sustainable Specialty Coffee Farm Awards,S114",嵩岳咖啡莊園 Songyue coffee manor,,Taiwan Coffee Laboratory,1200,"雲林縣古坑鄉 Gukeng Township, Yunlin County","郭亮志 KUO, LIANG-CHIH",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,8.08,8.08,7.92,7.83,7.83,7.92,10.0,10.0,10.0,85.75,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
61,61,Kenya,KAMWANGI,KAMWANGI,KIRINYAGA UNION MILL,,Rockbern Coffee Group Ltd,1560,KIRINYAGA,NEW NGARIAMA COOP,64,60 kg,2020 / 2021,Q2 2025,Rockbern Coffee Group Ltd,SL28,Washed / Wet,8.0,8.0,7.92,7.92,8.0,7.92,10.0,10.0,10.0,85.75,0,0.0,Green,2,"April 1st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
62,62,Taiwan,樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S123",樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉Alishan Township, Chiayi County","莊家祺 CHUANG, CHIA-CHI",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.92,8.08,8.08,7.92,7.92,7.92,10.0,10.0,10.0,85.75,0,0.0,Blue-Green,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
63,63,Thailand,Sri coffee,2025G,Sri coffee,,Sri coffee,1200,Nan,Charoen Aunthin,1,8 kg,2024 / 2025,Q4 2025,Charoen Aunthin,Caturra,Natural / Dry,8.0,7.92,7.92,8.0,7.83,8.0,10.0,10.0,10.0,85.75,0,0.0,Yellow-Green,2,"October 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
64,64,Thailand,Anurak coffee farm,Micro Lot -001 Khun ya washed process,Mogojubean,,Anurak coffee,1350,"Khun ya village, Chom Thong, Chiang mai.","Panupong Bunrueang , Surachet uttasahamongkol",1,8 kg,2020 / 2021,Q3 2025,Surachet Uttasahamongkol,Bourbon,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,10.0,85.67,0,0.0,Green,1,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
65,65,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Venecia,Natural / Dry,7.92,8.0,8.0,7.92,7.83,7.92,10.0,10.0,10.0,85.67,0,0.0,Yellow-Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
66,66,Taiwan,部舞咖啡,C12,部舞咖啡,,Taiwan Coffee Laboratory,1200,嘉義/番路鄉,溫春梅,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,8.25,8.08,7.92,8.0,7.75,7.83,10.0,10.0,10.0,85.67,0,0.0,Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
67,67,Ethiopia,NERA coffee,5 GD005,NERA Coffee,,Nera Global L.L.C-FZ,2100-2300,Ethiopia,NERA Coffee,830,60 kg,2024 / 2025,Q3 2025,Gireesh Singh Chowdhury,Ethiopian Heirlooms,Natural / Dry,8.08,8.08,8.08,7.92,7.67,7.92,10.0,10.0,10.0,85.67,0,0.0,Brown,4,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
68,68,Taiwan,琥珀社咖啡莊園 Amber Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S085",琥珀社咖啡莊園 Amber Coffee Estate,,Taiwan Coffee Laboratory,1020,"嘉義縣梅山鄉 Meishan Township, Chiayi County","陳合德 CHEN,HE-DE",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Natural / Dry,8.0,8.0,7.92,8.0,7.83,7.83,10.0,10.0,10.0,85.58,0,0.0,Yellow,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
69,69,Taiwan,愛姬咖啡莊園Aiji Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,愛姬咖啡莊園Aiji Coffee Estate,,Taiwan Coffee Laboratory,150,"Shoufeng Township, Hualien County","劉孟宗LIOU,MENG-ZONG",1,6 kg,2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Pulped Natural / Honey,7.92,8.0,7.92,8.0,7.83,7.92,10.0,10.0,10.0,85.58,0,0.0,Green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
70,70,Thailand,Phupha Estate,H08+H15,Mogojubean,,Phupha Estate,1430,Chiangmai,Kantima Tadplevthong,1,30 kg,2024 / 2025,Q3 2025,Kantima Tadplevthong,mix arabica,Pulped Natural / Honey,8.0,7.92,8.0,7.92,7.92,8.0,10.0,10.0,10.0,85.58,0,0.0,Yellow-Green,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
71,71,Taiwan,富咖有機農場,C108,富咖有機農場,,Taiwan Coffee Laboratory,1200,"嘉義梅山, Meishan, Chiayi",楊仙美,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Pulped Natural / Honey,8.08,8.08,7.92,7.92,7.83,7.83,10.0,10.0,10.0,85.58,0,0.0,Blue-Green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
72,72,Thailand,Coffee De Hmong,2025012,Coffee De Hmong,,Coffee De Hmong,1500,Manipruek Nan,Napaporn Kamnoedmongkhon,1,8 kg,2024 / 2025,Q4 2025,Napaporn Kamnoedmongkhon,Catimor,Natural / Dry,8.08,8.17,7.92,7.92,7.83,7.58,10.0,10.0,10.0,85.5,0,0.0,Brown,0,"October 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
73,73,Panama,don robert,blend003,wet mill facility,29-73-0054,Kimbo S.P.A.,1100-1500,boquet,Robert jemeison,3,35 kg,2023,Q4 2024,alessandro marconicchio,Catuai,Dynamic Cherry,8.0,8.08,7.83,8.08,7.75,7.58,10.0,10.0,10.0,85.5,0,0.0,Yellow,3,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
74,74,Taiwan,十萬咖啡	(Shin Wan café),2025臺南市國產精品咖啡評鑑批次,十萬咖啡	(Shin Wan café),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","陳天財（CHEN,TIAN-CAI）",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Pulped Natural / Honey,8.08,8.0,7.92,7.83,7.83,7.83,10.0,10.0,10.0,85.42,0,0.0,Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
75,75,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Purpurascens,Natural / Dry,7.92,8.0,7.75,8.0,7.92,7.92,10.0,10.0,10.0,85.42,0,0.0,Yellow-Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
76,76,Taiwan,獵人書坊 Hunter Story Studio,"2024 Sustainable Specialty Coffee Farm Awards,S087",獵人書坊 Hunter Story Studio,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","浦晨松 PU,CHEN-SONG",1,8 kg,2024,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Washed / Wet,8.33,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,85.42,0,0.0,Yellow-Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
77,77,Taiwan,晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S028",晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,,Taiwan Coffee Laboratory,800-1200,"嘉義縣梅山鄉 Meishan Township, Chiayi County","洪欣延 HONG,SIN-YAN",1,8 kg,2023,Q4 2024,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Pulped Natural / Honey,7.75,8.0,7.92,8.0,7.83,7.83,10.0,10.0,10.0,85.42,0,0.0,Green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
78,78,Ethiopia,NERA Coffee,NERA-ETH001,NERA Coffee,,Nera Global L.L.C-FZ,2100-2300,Ethiopia,NERA Coffee,302,60 kg,2024 / 2025,Q3 2025,Gireesh Singh Chowdhury,Ethiopian Heirlooms,Natural / Dry,7.92,8.0,7.92,7.75,7.92,8.0,10.0,10.0,10.0,85.42,0,0.0,Brown,4,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
79,79,Taiwan,金蓉咖啡莊園（Jinrong Coffee Estat）,2025臺南市國產精品咖啡評鑑批次,金蓉咖啡莊園（Jinrong Coffee Estat）,,Taiwan Coffee Laboratory,680,"臺南市東山區 Dongshan Dist., Tainan City","黃美蓉(Huang,Mei-Jung )",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.92,8.08,7.92,7.92,7.92,7.83,10.0,10.0,10.0,85.33,0,0.0,Green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
80,80,Kenya,KAMUNDU ESTATE,SAS: 7417 AB TOP,Sasini Coffee Mill,,Sasini Plc,1800-2100,MT KENYA,SASINI PLC - KAMUNDU ESTATE,132,60 kg,2024 / 2025,Q1 2025,Eric Gatheca Gitau,SL28,Washed / Wet,8.08,7.92,7.67,7.83,8.0,7.92,10.0,10.0,10.0,85.33,0,0.0,Green,5,"March 18th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
81,81,Taiwan,祖嵐咖啡莊園,533 藝妓Gesha,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,祖嵐咖啡莊園,500,復興區義盛里大利幹部落農園,陳曉芬,1,10 kg,2024 / 2025,Q1 2025,陳曉芬,Gesha,Natural / Dry,8.17,8.08,7.75,7.75,7.75,7.83,10.0,10.0,10.0,85.33,3,0.0,Green,1,"March 19th, 2026",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
82,82,Taiwan,一紫紅咖啡,C02,一紫紅咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,莊美雲,1,2 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Washed / Wet,8.0,8.0,7.92,7.92,7.75,7.83,10.0,10.0,10.0,85.33,0,0.0,Green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
83,83,Costa Rica,"Cafetalera Tirra, S.A - Hacienda Candelaria",17,"Cafetalera Tirra, S.A",,"Cafetalera Tirra, S.A",1150,Palmares - Alajuela,"Cafetalera Tirra, S.A",1,1 kg,2024 / 2025,Q1 2025,Laurence Aeberhard,Caturra,Washed / Wet,7.92,7.92,7.83,7.92,8.0,7.92,10.0,10.0,10.0,85.33,0,2.0,Blue-Green,1,"February 20th, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
85,85,Vietnam,8Ro Company,A540,8Ro Company,,8RoCompany,1400,"Quảng Tín, Đăk Rlấp, Đắk Nông",Đinh Tiên Bảo San,5000,1 kg,2024 / 2025,Q3 2025,Đinh Tiên Bảo San,Catimor,Pulped Natural / Honey,7.92,7.92,7.92,7.92,7.83,7.92,10.0,10.0,10.0,85.33,0,0.0,Green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
86,86,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,2024 / 2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Geisha+Venecia+Yallow Bourbon+ Purpurascens,Natural / Dry,8.0,8.17,7.92,7.83,7.67,7.83,10.0,10.0,10.0,85.33,0,1.0,Yellow,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
87,87,Vietnam,Công ty TNHH MTV Rẫy Rừng,A894,Công ty TNHH MTV Rẫy Rừng,,Ray Rung Limited Company,1600,"Thôn Đắk Bờ Rồ, Xã Đắk Tăng, Huyện Kon Plông, Tỉnh Kon Tum",Bùi Lê Băng,300,1 kg,2024 / 2025,Q3 2025,Thang Ho Hoang Minh,Typica,Natural / Dry,8.17,7.83,7.75,7.92,7.83,7.83,10.0,10.0,10.0,85.33,0,0.0,Green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
88,88,Taiwan,泥妲咖啡Nita Coffee Manor,2025花蓮縣第九屆精品咖啡評鑑批次,泥妲咖啡Nita Coffee Manor,,Taiwan Coffee Laboratory,600,"Xiulin Township, Hualien County","戴豐秋DAI,FONG-CIOU",1,6 kg,2025,Q3 2025,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Washed / Wet,7.92,8.0,7.83,7.92,7.75,7.92,10.0,10.0,10.0,85.25,0,0.0,Green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
89,89,Vietnam,Intenso Coffee Roasters,A650,Intenso Coffee Roasters,,cong ty tnhh ca phe sach intenso,1550,"Trạm Hành, Cầu Đất, Lâm Đồng",Tạ Tuấn Anh,200,1 kg,2024 / 2025,Q3 2025,Ta tuan anh,"Moka, Typica",Natural / Dry,8.08,8.0,7.83,7.83,7.75,7.83,10.0,10.0,10.0,85.25,0,0.0,Green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
90,90,Vietnam,8Ro Company,A304,8Ro Company,,8RoCompany,1400,"Quảng Tín, Đăk Rlấp, Đắk Nông",Đinh Tiên Bảo San,5000,1 kg,2024 / 2025,Q3 2025,Đinh Tiên Bảo San,Catimor,Washed / Wet,8.08,8.0,7.83,7.92,7.75,7.83,10.0,10.0,10.0,85.25,0,0.0,Green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
