,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
40,40,Vietnam,ThyThy Farm,A555,ThyThy Farm,,cong ty tnhh ca phe sach intenso,1550,"Trạm Hành, Cầu Đất, Lâm Đồng",Lê Huyền Ngọc Thy,200,1 kg,HQJ Coffee School,2024 / 2025,"July 9th, 2025",Ta tuan anh,Catimor,Completed,Natural / Dry,8.0,8.17,8.0,8.08,7.83,8.08,10.0,10.0,10.0,8.08,0.0,86.25,11,0,0,green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
41,41,Thailand,Doi Tung Development Project,Typica Honey Process: ICP Rank 1 (2024),Doi Tung Development Project,,Mae Fah Luang Foundation/ Doi Tung Development Project,1200,"Mae Fah Luang, Chiang Rai",Tanawith Thirintong,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Sitthinadda Paphavasit,Typica,Completed,Pulped natural / honey,8.17,8.17,8.0,8.0,7.67,8.08,10.0,10.0,10.0,8.17,0.0,86.25,10.4,0,2,green,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
42,42,Taiwan,如璽有機咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S051",如璽有機咖啡莊園,,Taiwan Coffee Laboratory,1050,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","張永璽 CHANG,YUNG-HIS",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,8.25,8.17,8.08,8.0,7.83,7.92,10.0,10.0,10.0,8.0,0.0,86.25,10.2,0,0,brown,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
43,43,Thailand,LISUMI Coffee Farm,LSMDB-2501,LISUMI Plantation,,Lisumi Coffee Farm,1300,Chiangrai,Mt Lisumi Coffee Farm,1,8 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"August 26th, 2025",Theerachart Satittampana,Progeny88 (Hybrid of Caturra X HDT-CIFC1343),Completed,Natural / Dry,8.0,8.17,7.92,8.17,8.17,8.0,10.0,10.0,10.0,7.83,0.0,86.25,11.7,0,0,bluish-green,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
44,44,Vietnam,Công ty TNHH Minudo Farm - Care,A405,Công ty TNHH Minudo Farm - Care,,,1200,Đắk Lắk,Lê Đình Tư,2500,1 kg,HQJ Coffee School,2024 / 2025,"July 9th, 2025",Aeroco coffee,THA1,Completed,Natural / Dry,8.17,8.08,7.92,8.0,8.0,7.92,10.0,10.0,10.0,8.08,0.0,86.17,11,0,0,green,0,"July 9th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
45,45,Ethiopia,Idido,Idido,Idido,010/0402/0074,Taiwan Coffee Laboratory,1973,Yirgacheffe,Primrose,317,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"November 27th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,74110、74112、74165,Completed,Washed / Wet,8.17,8.08,7.92,7.92,8.0,8.0,10.0,10.0,10.0,8.0,0.0,86.08,10.1,0,0,bluish-green,3,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
46,46,Taiwan,泥妲咖啡Nita Coffee Manor,2025花蓮縣第九屆精品咖啡評鑑批次,泥妲咖啡Nita Coffee Manor,,Taiwan Coffee Laboratory,300,"Xiulin Township, Hualien County","戴豐秋DAI,FONG-CIOU",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.83,8.08,8.0,8.17,7.92,8.0,10.0,10.0,10.0,8.08,0.0,86.08,10.5,0,0,green,3,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
47,47,Indonesia,Muhammad Irwan,503,Yes,,Muhammad Irwan,1400,"Pengalengan, Jawa Barat",Muhammad Irwan,1,60 kg,EKATA COFFEE CENTER,2024 / 2025,"October 13th, 2025",shameel,Other,Completed,,8.25,8.0,8.08,8.0,7.83,8.0,10.0,10.0,10.0,7.92,0.0,86.08,11.7,0,0,pale yellow,0,"October 13th, 2026",EKATA COFFEE CENTER,"321/1, SIRAGUNDA VILLAGE, KASABA HOBLI, MUGTHIHALLI, CHIKKAMAGALURU, KARNATAKA, 577101",Shameel CP // Vivek Kolathai - +919995959888. - +919746845248
48,48,Kenya,KIAMUTUIRA,KIAMUTUIRA. AA,KIRINYAGA UNION,37/XADF02/28525,Allegro Coffee,1620,KIRINYAGA,MUTIRA COOPERATIVE,68,60 kg,Kenya Coffee Traders Association,2024 / 2025,"March 25th, 2025",Allegro Coffee,SL28,Completed,Washed / Wet,8.08,8.08,8.0,7.92,8.0,8.0,10.0,10.0,10.0,8.0,0.0,86.08,11,0,0,green,2,"March 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
49,49,Taiwan,野牡丹咖啡莊園 Melastoma Coffee Estate,C112,野牡丹咖啡莊園 Melastoma Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義阿里山, Alishan, Chiayi","黃保錫 Huang, Bao-Si",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,8.17,8.08,8.0,8.0,7.92,7.92,10.0,10.0,10.0,8.0,0.0,86.08,10.1,0,0,green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
50,50,Guatemala,La Bolsa,2025 Guatemala COE Exotic Natural & Honey R10,La Bolsa,,Taiwan Coffee Laboratory,1550,"La Libertad, Huehuetenango, Guatemala",Maria Elena Vides,9,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Pacamara,Completed,Natural / Dry,8.0,8.0,7.92,7.92,8.0,8.08,10.0,10.0,10.0,8.17,0.0,86.08,10.9,0,0,green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
51,51,Thailand,Phupha Estate,W08++,Mogojubean,,Phupha Estate,1430,Chiangmai,Kantima Tadplevthong,1,30 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"August 26th, 2025",Kantima Tadplevthong,Mix typica bourbon catuai Caturra,Completed,Washed / Wet,8.17,8.0,7.83,8.0,8.0,7.92,10.0,10.0,10.0,8.08,0.0,86.0,12.1,0,0,green,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
52,52,Kenya,KIAMUGUMO COFFEE FACTORY,SAINST 108195 - KE5518,KIRINYAGA MILL,37/XAD013/250468,Allegro Coffee,1800,KIRINYAGA,NEW NGARIAMA F. C. S. LTD,164,60 kg,Kenya Coffee Traders Association,2024 / 2025,"February 25th, 2025",Allegro Coffee,SL28,Completed,Washed / Wet,8.25,8.0,7.92,7.83,8.0,8.0,10.0,10.0,10.0,8.0,0.0,86.0,11,0,0,green,2,"February 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
53,53,Taiwan,櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,"2024 Sustainable Specialty Coffee Farm Awards,S007",櫻桃果古坑咖啡莊園 GuKeng Coffee Berries Manor,,Taiwan Coffee Laboratory,1000,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","王瀅惠 WANG,YING-HUI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,8.0,8.08,7.92,8.0,7.92,8.0,10.0,10.0,10.0,8.0,0.0,85.92,10.8,0,0,green,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
54,54,Colombia,Villa Betulia,23-320,DRY,3/1869/00320,Kimbo S.P.A.,1600,Huila,Luis Anibal Calderon,3,35 kg,IMPERATOR SRL - Green Trading Company,2023 / 2024,"November 20th, 2024",alessandro marconicchio,Caturra,Completed,Natural / Dry,7.58,8.42,7.92,7.92,8.08,7.75,10.0,10.0,10.0,8.17,0.0,85.83,10.4,0,0,fermented orange,3,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
55,55,Colombia,La Paz,41.22,DRY,3/0659/00108,Kimbo S.P.A.,1600,"Oporapa, Hulia",Eduardo Rojas,3,35 kg,IMPERATOR SRL - Green Trading Company,2023 / 2024,"November 20th, 2024",alessandro marconicchio,Pink Bourbon,Completed,Natural / Dry,7.92,8.17,7.67,8.0,8.08,8.0,10.0,10.0,10.0,8.0,0.0,85.83,10.3,0,0,pale - yellow,0,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
56,56,Panama,Bajo Mono,blend002,wet mill,29-73-0053,Kimbo S.P.A.,1400-1600,Bajo Mono,Stefan Arwed Müller,3,35 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,"Geisha, Maragogipe, Pacamara, Bourbon Red, orange and Pink, SL28, Catuai, Yellow Catuai, Caturra.",Completed,intrinsic cherry,7.92,8.25,7.92,8.25,7.75,7.75,10.0,10.0,10.0,8.0,0.0,85.83,11.7,0,0,yellowish,0,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
57,57,Taiwan,璟隆咖啡,C14,璟隆咖啡,,Taiwan Coffee Laboratory,1300,嘉義/番路鄉,蘇彥彰,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.0,8.0,7.92,8.0,7.92,8.0,10.0,10.0,10.0,8.0,0.0,85.83,10.5,0,0,yellow green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
58,58,Japan,cactus coffee farm & lab,1,cactus coffee farm & lab,,cactus coffee farm & lab,89,"Okinawa, Japan",Yayoi Nakasone,10,1 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 26th, 2025",Yayoi Nakasone,Mundo Novo,Completed,Natural / Dry,7.83,8.0,8.08,7.92,7.83,8.0,10.0,10.0,10.0,8.17,0.0,85.83,10.2,0,0,green,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
59,59,Vietnam,1500m Coffee,A222,1500m Coffee,,Rosa Garden Viet Nam,1500,"Xã Xuân Trường và Xã Xuân Thọ, Thành phố Đà Lạt, tỉnh Lâm Đồng",Nguyễn Thanh Sang,12000,1 kg,HQJ Coffee School,2024 / 2025,"July 10th, 2025",Nguyễn Hương Thi,Catimor,Completed,Washed / Wet,8.0,8.0,7.92,8.0,7.92,7.92,10.0,10.0,10.0,8.0,0.0,85.75,11,0,0,green,0,"July 10th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
60,60,Taiwan,嵩岳咖啡莊園 Songyue coffee manor,"2024 Sustainable Specialty Coffee Farm Awards,S114",嵩岳咖啡莊園 Songyue coffee manor,,Taiwan Coffee Laboratory,1200,"雲林縣古坑鄉 Gukeng Township, Yunlin County","郭亮志 KUO, LIANG-CHIH",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.08,8.08,7.92,7.83,7.83,7.92,10.0,10.0,10.0,8.08,0.0,85.75,10,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
61,61,Kenya,KAMWANGI,KAMWANGI,KIRINYAGA UNION MILL,,Rockbern Coffee Group Ltd,1560,KIRINYAGA,NEW NGARIAMA COOP,64,60 kg,Kenya Coffee Traders Association,2020 / 2021,"April 1st, 2025",Rockbern Coffee Group Ltd,SL28,Completed,Washed / Wet,8.0,8.0,7.92,7.92,8.0,7.92,10.0,10.0,10.0,8.0,0.0,85.75,11.8,0,0,green,2,"April 1st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
62,62,Taiwan,樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,"2024 Sustainable Specialty Coffee Farm Awards,S123",樁萱巫師咖啡莊園 Zhuang Xuan Yoifo Coffee,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉Alishan Township, Chiayi County","莊家祺 CHUANG, CHIA-CHI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.92,8.08,8.08,7.92,7.92,7.92,10.0,10.0,10.0,7.92,0.0,85.75,10.4,0,0,bluish-green,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
63,63,Thailand,Sri coffee,2025G,Sri coffee,,Sri coffee,1200,Nan,Charoen Aunthin,1,8 kg,SOCOF Lab,2024 / 2025,"October 2nd, 2025",Charoen Aunthin,Caturra,Completed,Natural / Dry,8.0,7.92,7.92,8.0,7.83,8.0,10.0,10.0,10.0,8.08,0.0,85.75,10.6,0,0,yellow green,2,"October 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
64,64,Thailand,Anurak coffee farm,Micro Lot -001 Khun ya washed process,Mogojubean,,Anurak coffee,1350,"Khun ya village, Chom Thong, Chiang mai.","Panupong Bunrueang , Surachet uttasahamongkol",1,8 kg,Specialty Coffee Institute of Thailand,2020 / 2021,"August 26th, 2025",Surachet Uttasahamongkol,Bourbon,Completed,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,10.0,8.17,0.0,85.67,10.7,0,0,green,1,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
65,65,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"July 15th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Venecia,Completed,Natural / Dry,7.92,8.0,8.0,7.92,7.83,7.92,10.0,10.0,10.0,8.08,0.0,85.67,9.1,0,0,yellow-green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
66,66,Taiwan,部舞咖啡,C12,部舞咖啡,,Taiwan Coffee Laboratory,1200,嘉義/番路鄉,溫春梅,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8.25,8.08,7.92,8.0,7.75,7.83,10.0,10.0,10.0,7.83,0.0,85.67,10.2,0,0,greenish,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
67,67,Ethiopia,NERA coffee,5 GD005,NERA Coffee,,Nera Global L.L.C-FZ,2100-2300,Ethiopia,NERA Coffee,830,60 kg,Torch Coffee Company,2024 / 2025,"July 7th, 2025",Gireesh Singh Chowdhury,Ethiopian Heirlooms,Completed,Natural / Dry,8.08,8.08,8.08,7.92,7.67,7.92,10.0,10.0,10.0,7.92,0.0,85.67,9.1,0,0,brownish,4,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
68,68,Taiwan,琥珀社咖啡莊園 Amber Coffee Estate,"2024 Sustainable Specialty Coffee Farm Awards,S085",琥珀社咖啡莊園 Amber Coffee Estate,,Taiwan Coffee Laboratory,1020,"嘉義縣梅山鄉 Meishan Township, Chiayi County","陳合德 CHEN,HE-DE",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,8.0,8.0,7.92,8.0,7.83,7.83,10.0,10.0,10.0,8.0,0.0,85.58,10.1,0,0,pale yellow,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
69,69,Taiwan,愛姬咖啡莊園Aiji Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,愛姬咖啡莊園Aiji Coffee Estate,,Taiwan Coffee Laboratory,150,"Shoufeng Township, Hualien County","劉孟宗LIOU,MENG-ZONG",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.92,8.0,7.92,8.0,7.83,7.92,10.0,10.0,10.0,8.0,0.0,85.58,11.7,0,0,greenish,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
70,70,Thailand,Phupha Estate,H08+H15,Mogojubean,,Phupha Estate,1430,Chiangmai,Kantima Tadplevthong,1,30 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"August 26th, 2025",Kantima Tadplevthong,mix arabica,Completed,Pulped natural / honey,8.0,7.92,8.0,7.92,7.92,8.0,10.0,10.0,10.0,7.83,0.0,85.58,11.2,0,0,ํyellow-green,0,"August 26th, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
71,71,Taiwan,富咖有機農場,C108,富咖有機農場,,Taiwan Coffee Laboratory,1200,"嘉義梅山, Meishan, Chiayi",楊仙美,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Pulped natural / honey,8.08,8.08,7.92,7.92,7.83,7.83,10.0,10.0,10.0,7.92,0.0,85.58,11,0,0,blue-green,0,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
72,72,Thailand,Coffee De Hmong,2025012,Coffee De Hmong,,Coffee De Hmong,1500,Manipruek Nan,Napaporn Kamnoedmongkhon,1,8 kg,SOCOF Lab,2024 / 2025,"October 2nd, 2025",Napaporn Kamnoedmongkhon,Catimor,Completed,Natural / Dry,8.08,8.17,7.92,7.92,7.83,7.58,10.0,10.0,10.0,8.0,0.0,85.5,10.1,0,0,brownish,0,"October 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
73,73,Panama,don robert,blend003,wet mill facility,29-73-0054,Kimbo S.P.A.,1100-1500,boquet,Robert jemeison,3,35 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Catuai,Completed,Dynamic Cherry,8.0,8.08,7.83,8.08,7.75,7.58,10.0,10.0,10.0,8.17,0.0,85.5,11.6,0,0,yellowish,3,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115
74,74,Taiwan,十萬咖啡	(Shin Wan café),2025臺南市國產精品咖啡評鑑批次,十萬咖啡	(Shin Wan café),,Taiwan Coffee Laboratory,700,"臺南市東山區 Dongshan Dist., Tainan City","陳天財（CHEN,TIAN-CAI）",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"July 15th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,8.08,8.0,7.92,7.83,7.83,7.83,10.0,10.0,10.0,7.92,0.0,85.42,9.7,0,0,greenish,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
75,75,Taiwan,大鋤花間咖啡生態農場(Dachu Coffee Estate),2025臺南市國產精品咖啡評鑑批次,大鋤花間咖啡生態農場(Dachu Coffee Estate),,Taiwan Coffee Laboratory,700-750,"臺南市東山區 Dongshan Dist., Tainan City","郭雅聰(KUO,YA-TSUNG）",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"July 15th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Purpurascens,Completed,Natural / Dry,7.92,8.0,7.75,8.0,7.92,7.92,10.0,10.0,10.0,7.92,0.0,85.42,9.5,0,0,yellow-green,0,"July 15th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
76,76,Taiwan,獵人書坊 Hunter Story Studio,"2024 Sustainable Specialty Coffee Farm Awards,S087",獵人書坊 Hunter Story Studio,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","浦晨松 PU,CHEN-SONG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Washed / Wet,8.33,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.0,0.0,85.42,10.2,0,0,yellow-green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
77,77,Taiwan,晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S028",晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,,Taiwan Coffee Laboratory,800-1200,"嘉義縣梅山鄉 Meishan Township, Chiayi County","洪欣延 HONG,SIN-YAN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Pulped natural / honey,7.75,8.0,7.92,8.0,7.83,7.83,10.0,10.0,10.0,8.08,0.0,85.42,10.4,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
78,78,Ethiopia,NERA Coffee,NERA-ETH001,NERA Coffee,,Nera Global L.L.C-FZ,2100-2300,Ethiopia,NERA Coffee,302,60 kg,Torch Coffee Company,2024 / 2025,"July 7th, 2025",Gireesh Singh Chowdhury,Ethiopian Heirlooms,Completed,Natural / Dry,7.92,8.0,7.92,7.75,7.92,8.0,10.0,10.0,10.0,7.92,0.0,85.42,9.1,0,0,brownish,4,"July 7th, 2026",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435
